ID,NAME,Tennis Court Area,Park Name,ADDRESS,DISTRICT,WARD,Primary Permitting Status,Asset category,LIGHTS,Surface material,GIS Coordinate
3708,SORAUREN AVENUE PARK - Outdoor Tennis Court (  1),SORAUREN AVENUE PARK - Tennis Court Area,SORAUREN AVENUE PARK,289 SORAUREN AVE,Toronto East York,14,Public,Outdoor Tennis Court,No,Asphalt,"(-79.44403272,43.64914108)"
3709,SORAUREN AVENUE PARK - Outdoor Tennis Court (  2),SORAUREN AVENUE PARK - Tennis Court Area,SORAUREN AVENUE PARK,289 SORAUREN AVE,Toronto East York,14,Public,Outdoor Tennis Court,No,Asphalt,"(-79.44420452,43.64910508)"
3696,STANLEY PARK - Outdoor Tennis Court (  1),STANLEY PARK - Tennis Court Area,STANLEY PARK ,27 STANLEY RD,Etobicoke York,07,Public,Outdoor Tennis Court,No,Asphalt,"(-79.51584331,43.74150002)"
3697,STANLEY PARK - Outdoor Tennis Court (  2),STANLEY PARK - Tennis Court Area,STANLEY PARK ,27 STANLEY RD,Etobicoke York,07,Public,Outdoor Tennis Court,No,Asphalt,"(-79.51565282,43.74151166)"
3698,STANLEY PARK - Outdoor Tennis Court (  3),STANLEY PARK - Tennis Court Area,STANLEY PARK ,27 STANLEY RD,Etobicoke York,07,Public,Outdoor Tennis Court,No,Asphalt,"(-79.51546554,43.74152445)"
3693,STANLEY PARK SOUTH - TORONTO - Outdoor Tennis Court (  1),STANLEY PARK SOUTH - TORONTO - Tennis Court Area,STANLEY PARK SOUTH - TORONTO,700 WELLINGTON ST W,Toronto East York,19,Public,Outdoor Tennis Court,No,Asphalt,"(-79.40808359,43.64165035)"
3694,STANLEY PARK SOUTH - TORONTO - Outdoor Tennis Court (  2),STANLEY PARK SOUTH - TORONTO - Tennis Court Area,STANLEY PARK SOUTH - TORONTO,700 WELLINGTON ST W,Toronto East York,19,Public,Outdoor Tennis Court,No,Asphalt,"(-79.40812439,43.64176999)"
3687,STEPHEN LEACOCK PARK - Outdoor Tennis Court (  1),STEPHEN LEACOCK PARK - Tennis Court Area,STEPHEN LEACOCK PARK,2530 BIRCHMOUNT RD,Scarborough,40,Club,Outdoor Tennis Court,Yes,Coated,"(-79.30172608,43.78739564)"
3688,STEPHEN LEACOCK PARK - Outdoor Tennis Court (  2),STEPHEN LEACOCK PARK - Tennis Court Area,STEPHEN LEACOCK PARK,2530 BIRCHMOUNT RD,Scarborough,40,Club,Outdoor Tennis Court,Yes,Coated,"(-79.30224552,43.78727862)"
3689,STEPHEN LEACOCK PARK - Outdoor Tennis Court (  3),STEPHEN LEACOCK PARK - Tennis Court Area,STEPHEN LEACOCK PARK,2530 BIRCHMOUNT RD,Scarborough,40,Club,Outdoor Tennis Court,Yes,Coated,"(-79.30207177,43.78731762)"
3690,STEPHEN LEACOCK PARK - Outdoor Tennis Court (  4),STEPHEN LEACOCK PARK - Tennis Court Area,STEPHEN LEACOCK PARK,2530 BIRCHMOUNT RD,Scarborough,40,Club,Outdoor Tennis Court,Yes,Coated,"(-79.30189802,43.78735663)"
3679,STRATHBURN PARK - Outdoor Tennis Court (  1),STRATHBURN PARK - Tennis Court Area,STRATHBURN PARK,55 STRATHBURN BLVD,Etobicoke York,07,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.53258882,43.72176497)"
3680,STRATHBURN PARK - Outdoor Tennis Court (  2),STRATHBURN PARK - Tennis Court Area,STRATHBURN PARK,55 STRATHBURN BLVD,Etobicoke York,07,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.5327753,43.72172188)"
3674,SUMMERLEA PARK - Outdoor Tennis Court (  1),SUMMERLEA PARK - Tennis Court Area,SUMMERLEA PARK,2 ARCOT BLVD,Etobicoke York,02,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.55206435,43.728233)"
3675,SUMMERLEA PARK - Outdoor Tennis Court (  2),SUMMERLEA PARK - Tennis Court Area,SUMMERLEA PARK,2 ARCOT BLVD,Etobicoke York,02,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.55214685,43.72812245)"
3667,SUNNYDALE ACRES PARK - Outdoor Tennis Court (  1),SUNNYDALE ACRES PARK - Tennis Court Area,SUNNYDALE ACRES PARK,50 AMORO DR,Etobicoke York,02,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.57833983,43.72454631)"
3668,SUNNYDALE ACRES PARK - Outdoor Tennis Court (  2),SUNNYDALE ACRES PARK - Tennis Court Area,SUNNYDALE ACRES PARK,50 AMORO DR,Etobicoke York,02,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.57828845,43.72443877)"
3669,SUNNYDALE ACRES PARK - Outdoor Tennis Court (  3),SUNNYDALE ACRES PARK - Tennis Court Area,SUNNYDALE ACRES PARK,50 AMORO DR,Etobicoke York,02,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.57838913,43.72464952)"
3670,SUNNYDALE ACRES PARK - Outdoor Tennis Court (  4),SUNNYDALE ACRES PARK - Tennis Court Area,SUNNYDALE ACRES PARK,50 AMORO DR,Etobicoke York,02,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.57823597,43.72433532)"
3664,SUNNYLEA PARK - Outdoor Tennis Court (  1),SUNNYLEA PARK - Tennis Court Area,SUNNYLEA PARK,195 PRINCE EDWARD DR S,Etobicoke York,05,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.50187352,43.64156439)"
3665,SUNNYLEA PARK - Outdoor Tennis Court (  2),SUNNYLEA PARK - Tennis Court Area,SUNNYLEA PARK,195 PRINCE EDWARD DR S,Etobicoke York,05,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.50171338,43.64159927)"
3660,SWEENEY PARK - Outdoor Tennis Court (  1),SWEENEY PARK - Tennis Court Area,SWEENEY PARK,110 SWEENEY DR,North York,34,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.31574876,43.73584145)"
3661,SWEENEY PARK - Outdoor Tennis Court (  2),SWEENEY PARK - Tennis Court Area,SWEENEY PARK,110 SWEENEY DR,North York,34,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.31556661,43.73580419)"
3662,SWEENEY PARK - Outdoor Tennis Court (  3),SWEENEY PARK - Tennis Court Area,SWEENEY PARK,110 SWEENEY DR,North York,34,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.31538136,43.73576582)"
3657,SYMINGTON AVENUE PLAYGROUND - Outdoor Tennis Court (  1),SYMINGTON AVENUE PLAYGROUND - Tennis Court Area,SYMINGTON AVENUE PLAYGROUND,431 PERTH AVE,Toronto East York,18,Public,Outdoor Tennis Court,No,Asphalt,"(-79.45201697,43.66656969)"
3658,SYMINGTON AVENUE PLAYGROUND - Outdoor Tennis Court (  2),SYMINGTON AVENUE PLAYGROUND - Tennis Court Area,SYMINGTON AVENUE PLAYGROUND,431 PERTH AVE,Toronto East York,18,Public,Outdoor Tennis Court,No,Asphalt,"(-79.4518412,43.66660468)"
3652,TAM HEATHER COUNTRY CLUB - Outdoor Tennis Court (  1),TAM HEATHER COUNTRY CLUB - Tennis Court Area,TAM HEATHER COUNTRY CLUB GROUNDS,50 BONSPIEL DR,Scarborough,43,Club,Outdoor Tennis Court,Yes,Coated,"(-79.19832595,43.79144095)"
3653,TAM HEATHER COUNTRY CLUB - Outdoor Tennis Court (  2),TAM HEATHER COUNTRY CLUB - Tennis Court Area,TAM HEATHER COUNTRY CLUB GROUNDS,50 BONSPIEL DR,Scarborough,43,Club,Outdoor Tennis Court,Yes,Coated,"(-79.19841049,43.79165315)"
3654,TAM HEATHER COUNTRY CLUB - Outdoor Tennis Court (  3),TAM HEATHER COUNTRY CLUB - Tennis Court Area,TAM HEATHER COUNTRY CLUB GROUNDS,50 BONSPIEL DR,Scarborough,43,Club,Outdoor Tennis Court,Yes,Coated,"(-79.19836698,43.79153961)"
3655,TAM HEATHER COUNTRY CLUB - Outdoor Tennis Court (  4),TAM HEATHER COUNTRY CLUB - Tennis Court Area,TAM HEATHER COUNTRY CLUB GROUNDS,50 BONSPIEL DR,Scarborough,43,Club,Outdoor Tennis Court,Yes,Coated,"(-79.19828573,43.79133618)"
3647,THOMSON MEMORIAL PARK - Outdoor Tennis Court (  1),THOMSON MEMORIAL PARK - Tennis Court Area,THOMSON MEMORIAL PARK,1005 BRIMLEY RD,Scarborough,38,Club,Outdoor Tennis Court,Yes,Coated,"(-79.2546493,43.75602336)"
3648,THOMSON MEMORIAL PARK - Outdoor Tennis Court (  2),THOMSON MEMORIAL PARK - Tennis Court Area,THOMSON MEMORIAL PARK,1005 BRIMLEY RD,Scarborough,38,Club,Outdoor Tennis Court,Yes,Coated,"(-79.25501447,43.75601397)"
3649,THOMSON MEMORIAL PARK - Outdoor Tennis Court (  3),THOMSON MEMORIAL PARK - Tennis Court Area,THOMSON MEMORIAL PARK,1005 BRIMLEY RD,Scarborough,38,Club,Outdoor Tennis Court,Yes,Coated,"(-79.25483345,43.75601697)"
3643,THREE VALLEYS PARK - Outdoor Tennis Court (  1),THREE VALLEYS PARK - Tennis Court Area,THREE VALLEYS PARK,82 THREE VALLEYS DR,North York,34,Club,Outdoor Tennis Court,Yes,Coated,"(-79.33898719,43.75037038)"
3644,THREE VALLEYS PARK - Outdoor Tennis Court (  2),THREE VALLEYS PARK - Tennis Court Area,THREE VALLEYS PARK,82 THREE VALLEYS DR,North York,34,Club,Outdoor Tennis Court,Yes,Coated,"(-79.33887823,43.75048245)"
3631,TOM RILEY PARK - Outdoor Tennis Court (  1),TOM RILEY PARK - Tennis Court Area (  2),TOM RILEY PARK,4725 DUNDAS ST W,Etobicoke York,05,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.52004616,43.64786247)"
3639,TOM RILEY PARK - Outdoor Tennis Court (  2),TOM RILEY PARK - Tennis Court Area (  2),TOM RILEY PARK,4725 DUNDAS ST W,Etobicoke York,05,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.51971138,43.64780415)"
3638,TOM RILEY PARK - Outdoor Tennis Court (  3),TOM RILEY PARK - Tennis Court Area (  2),TOM RILEY PARK,4725 DUNDAS ST W,Etobicoke York,05,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.51987877,43.64783271)"
3621,TOPHAM PARK - Outdoor Tennis Court (  1),TOPHAM PARK - Tennis Court Area,TOPHAM PARK,181 WESTVIEW BLVD,Toronto East York,31,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.30645837,43.71094165)"
3622,TOPHAM PARK - Outdoor Tennis Court (  2),TOPHAM PARK - Tennis Court Area,TOPHAM PARK,181 WESTVIEW BLVD,Toronto East York,31,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.30662604,43.71090506)"
3607,TOURNAMENT PARK - Outdoor Tennis Court (  1),TOURNAMENT PARK - Tennis Court Area,TOURNAMENT PARK,40 TOURNAMENT DR,North York,25,Club,Outdoor Tennis Court,Yes,Coated,"(-79.39991418,43.7511488)"
3608,TOURNAMENT PARK - Outdoor Tennis Court (  2),TOURNAMENT PARK - Tennis Court Area,TOURNAMENT PARK,40 TOURNAMENT DR,North York,25,Club,Outdoor Tennis Court,Yes,Coated,"(-79.40009349,43.75111807)"
3609,TOURNAMENT PARK - Outdoor Tennis Court (  3),TOURNAMENT PARK - Tennis Court Area,TOURNAMENT PARK,40 TOURNAMENT DR,North York,25,Club,Outdoor Tennis Court,Yes,Coated,"(-79.40026841,43.75108627)"
3610,TOURNAMENT PARK - Outdoor Tennis Court (  4),TOURNAMENT PARK - Tennis Court Area,TOURNAMENT PARK,40 TOURNAMENT DR,North York,25,Club,Outdoor Tennis Court,Yes,Coated,"(-79.40044478,43.75105873)"
29713,TOURNAMENT PARK TENNIS CLUBHOUSE,,TOURNAMENT PARK,40 TOURNAMENT DR,North York,25,Club,Clubhouse,,,"(-79.4005946899999,43.75105109)"
3600,TRACE MANES PARK - Outdoor Tennis Court (  1),TRACE MANES PARK - Tennis Court Area (  1),TRACE MANES PARK,110 RUMSEY RD,North York,26,Club,Outdoor Tennis Court,Yes,Coated,"(-79.36764193,43.70548294)"
3604,TRACE MANES PARK - Outdoor Tennis Court (  1),TRACE MANES PARK - Tennis Court Area (  2),TRACE MANES PARK,110 RUMSEY RD,North York,26,Club,Outdoor Tennis Court,Yes,Coated,"(-79.36778565,43.70584616)"
3601,TRACE MANES PARK - Outdoor Tennis Court (  2),TRACE MANES PARK - Tennis Court Area (  1),TRACE MANES PARK,110 RUMSEY RD,North York,26,Club,Outdoor Tennis Court,Yes,Coated,"(-79.36781241,43.70545653)"
3605,TRACE MANES PARK - Outdoor Tennis Court (  2),TRACE MANES PARK - Tennis Court Area (  2),TRACE MANES PARK,110 RUMSEY RD,North York,26,Club,Outdoor Tennis Court,Yes,Coated,"(-79.36760438,43.70587412)"
3602,TRACE MANES PARK - Outdoor Tennis Court (  3),TRACE MANES PARK - Tennis Court Area (  2),TRACE MANES PARK,110 RUMSEY RD,North York,26,Club,Outdoor Tennis Court,Yes,Coated,"(-79.36724402,43.70592692)"
3603,TRACE MANES PARK - Outdoor Tennis Court (  4),TRACE MANES PARK - Tennis Court Area (  2),TRACE MANES PARK,110 RUMSEY RD,North York,26,Club,Outdoor Tennis Court,Yes,Coated,"(-79.36742528,43.70590052)"
3585,TRINITY BELLWOODS PARK - Outdoor Tennis Court (  1),TRINITY BELLWOODS PARK - Tennis Court Area,TRINITY BELLWOODS PARK,790 QUEEN ST W,Toronto East York,19,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.4124157,43.64666355)"
3586,TRINITY BELLWOODS PARK - Outdoor Tennis Court (  2),TRINITY BELLWOODS PARK - Tennis Court Area,TRINITY BELLWOODS PARK,790 QUEEN ST W,Toronto East York,19,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.41210347,43.64638662)"
3587,TRINITY BELLWOODS PARK - Outdoor Tennis Court (  3),TRINITY BELLWOODS PARK - Tennis Court Area,TRINITY BELLWOODS PARK,790 QUEEN ST W,Toronto East York,19,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.41274034,43.64660007)"
3588,TRINITY BELLWOODS PARK - Outdoor Tennis Court (  4),TRINITY BELLWOODS PARK - Tennis Court Area,TRINITY BELLWOODS PARK,790 QUEEN ST W,Toronto East York,19,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.41257699,43.64663403)"
3462,VALLEYFIELD PARK - Outdoor Tennis Court,,VALLEYFIELD PARK,35 THE WESTWAY,Etobicoke York,04,Public,Outdoor Tennis Court,No,Asphalt,"(-79.53424727,43.69490251)"
3432,VIEWMOUNT PARK - Outdoor Tennis Court (  1),VIEWMOUNT PARK - Tennis Court Area,VIEWMOUNT PARK,169 VIEWMOUNT AVE,North York,15,Club,Outdoor Tennis Court,Yes,Coated,"(-79.43700745,43.70753823)"
3433,VIEWMOUNT PARK - Outdoor Tennis Court (  2),VIEWMOUNT PARK - Tennis Court Area,VIEWMOUNT PARK,169 VIEWMOUNT AVE,North York,15,Club,Outdoor Tennis Court,Yes,Coated,"(-79.43648387,43.70764761)"
3434,VIEWMOUNT PARK - Outdoor Tennis Court (  3),VIEWMOUNT PARK - Tennis Court Area,VIEWMOUNT PARK,169 VIEWMOUNT AVE,North York,15,Club,Outdoor Tennis Court,Yes,Coated,"(-79.43683292,43.70757429)"
3435,VIEWMOUNT PARK - Outdoor Tennis Court (  4),VIEWMOUNT PARK - Tennis Court Area,VIEWMOUNT PARK,169 VIEWMOUNT AVE,North York,15,Club,Outdoor Tennis Court,Yes,Coated,"(-79.4366584,43.70760914)"
3285,WANLESS PARK - Outdoor Tennis Court (  1),WANLESS PARK - Tennis Court Area,WANLESS PARK,250 WANLESS AVE,North York,25,Club,Outdoor Tennis Court,Yes,Coated,"(-79.3932826,43.72913182)"
3286,WANLESS PARK - Outdoor Tennis Court (  2),WANLESS PARK - Tennis Court Area,WANLESS PARK,250 WANLESS AVE,North York,25,Club,Outdoor Tennis Court,Yes,Coated,"(-79.39278297,43.72923712)"
3287,WANLESS PARK - Outdoor Tennis Court (  3),WANLESS PARK - Tennis Court Area,WANLESS PARK,250 WANLESS AVE,North York,25,Club,Outdoor Tennis Court,Yes,Coated,"(-79.39294951,43.72920202)"
3288,WANLESS PARK - Outdoor Tennis Court (  4),WANLESS PARK - Tennis Court Area,WANLESS PARK,250 WANLESS AVE,North York,25,Club,Outdoor Tennis Court,Yes,Coated,"(-79.39311606,43.72916692)"
3289,WANLESS PARK - Outdoor Tennis Court (  5),WANLESS PARK - Tennis Court Area,WANLESS PARK,250 WANLESS AVE,North York,25,Club,Outdoor Tennis Court,Yes,Coated,"(-79.39261495,43.72927222)"
3196,WEDGEWOOD PARK - Outdoor Tennis Court,,WEDGEWOOD PARK - ETOBICOKE,15 SWAN AVE,Etobicoke York,05,Public,Outdoor Tennis Court,No,Asphalt,"(-79.54741676,43.64415629)"
3177,WEDGEWOOD PARK - Outdoor Tennis Court (  1),WEDGEWOOD PARK - Tennis Court Area,WEDGEWOOD PARK - NORTH YORK,145 WEDGEWOOD DR,North York,24,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.40645841,43.7907447)"
3178,WEDGEWOOD PARK - Outdoor Tennis Court (  2),WEDGEWOOD PARK - Tennis Court Area,WEDGEWOOD PARK - NORTH YORK,145 WEDGEWOOD DR,North York,24,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.40629124,43.79078244)"
3100,WEST DEANE PARK - Outdoor Tennis Court (  1),WEST DEANE PARK - Tennis Court Area,WEST DEANE PARK,19 SEDGEBROOK CRES,Etobicoke York,03,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.55918125,43.6632802)"
3101,WEST DEANE PARK - Outdoor Tennis Court (  2),WEST DEANE PARK - Tennis Court Area,WEST DEANE PARK,19 SEDGEBROOK CRES,Etobicoke York,03,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.55883277,43.66325771)"
3102,WEST DEANE PARK - Outdoor Tennis Court (  3),WEST DEANE PARK - Tennis Court Area,WEST DEANE PARK,19 SEDGEBROOK CRES,Etobicoke York,03,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.55935271,43.66329134)"
3103,WEST DEANE PARK - Outdoor Tennis Court (  4),WEST DEANE PARK - Tennis Court Area,WEST DEANE PARK,19 SEDGEBROOK CRES,Etobicoke York,03,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.55900879,43.66326918)"
3359,WEST MALL - Outdoor Tennis Court (  1),,DENNIS FLYNN PARK,370 THE WEST MALL,Etobicoke York,03,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.56621687,43.64120715)"
3360,WEST MALL - Outdoor Tennis Court (  2),,DENNIS FLYNN PARK,370 THE WEST MALL,Etobicoke York,03,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.5664128,43.64116249)"
3361,WEST MALL - Outdoor Tennis Court (  3),,DENNIS FLYNN PARK,370 THE WEST MALL,Etobicoke York,03,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.56601794,43.64125181)"
2973,WEST ROUGE PARK - Outdoor Tennis Court (  1),WEST ROUGE PARK - Tennis Court Area,WEST ROUGE PARK,270 ROUGE HILLS DR,Scarborough,44,Club,Outdoor Tennis Court,Yes,Coated,"(-79.1260191,43.79254947)"
2974,WEST ROUGE PARK - Outdoor Tennis Court (  2),WEST ROUGE PARK - Tennis Court Area,WEST ROUGE PARK,270 ROUGE HILLS DR,Scarborough,44,Club,Outdoor Tennis Court,Yes,Coated,"(-79.1258758,43.79247869)"
2975,WEST ROUGE PARK - Outdoor Tennis Court (  3),WEST ROUGE PARK - Tennis Court Area,WEST ROUGE PARK,270 ROUGE HILLS DR,Scarborough,44,Club,Outdoor Tennis Court,Yes,Coated,"(-79.12573065,43.79240655)"
2962,WESTGROVE PARK - Outdoor Tennis Court (  1),WESTGROVE PARK - Tennis Court Area,WESTGROVE PARK,15 REDGRAVE DR,Etobicoke York,04,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.56768523,43.68273695)"
2963,WESTGROVE PARK - Outdoor Tennis Court (  2),WESTGROVE PARK - Tennis Court Area,WESTGROVE PARK,15 REDGRAVE DR,Etobicoke York,04,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.56751607,43.68277467)"
2964,WESTGROVE PARK - Outdoor Tennis Court (  3),WESTGROVE PARK - Tennis Court Area,WESTGROVE PARK,15 REDGRAVE DR,Etobicoke York,04,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.56784829,43.68269768)"
2950,WESTMOUNT PARK - Outdoor Tennis Court (  1),WESTMOUNT PARK - Tennis Court Area,WESTMOUNT PARK,22 ARCADE DR,Etobicoke York,02,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.51895738,43.687485)"
2951,WESTMOUNT PARK - Outdoor Tennis Court (  2),WESTMOUNT PARK - Tennis Court Area,WESTMOUNT PARK,22 ARCADE DR,Etobicoke York,02,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.51878336,43.68752235)"
2952,WESTMOUNT PARK - Outdoor Tennis Court (  3),WESTMOUNT PARK - Tennis Court Area,WESTMOUNT PARK,22 ARCADE DR,Etobicoke York,02,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.51912878,43.68744812)"
2957,WESTON LIONS PARK - Outdoor Tennis Court (  1),WESTON LIONS PARK - Tennis Court Area,WESTON LIONS PARK,2125 LAWRENCE AVE W,Etobicoke York,11,Club,Outdoor Tennis Court,Yes,Coated,"(-79.51842254,43.69772494)"
2958,WESTON LIONS PARK - Outdoor Tennis Court (  2),WESTON LIONS PARK - Tennis Court Area,WESTON LIONS PARK,2125 LAWRENCE AVE W,Etobicoke York,11,Club,Outdoor Tennis Court,Yes,Coated,"(-79.5182457,43.69769094)"
2959,WESTON LIONS PARK - Outdoor Tennis Court (  3),WESTON LIONS PARK - Tennis Court Area,WESTON LIONS PARK,2125 LAWRENCE AVE W,Etobicoke York,11,Club,Outdoor Tennis Court,Yes,Coated,"(-79.51798228,43.69778001)"
2960,WESTON LIONS PARK - Outdoor Tennis Court (  4),WESTON LIONS PARK - Tennis Court Area,WESTON LIONS PARK,2125 LAWRENCE AVE W,Etobicoke York,11,Club,Outdoor Tennis Court,Yes,Coated,"(-79.51780543,43.69774732)"
3989,WESTWAY PARK - Outdoor Tennis Court (  1),WESTWAY PARK - Tennis Court Area,WESTWAY PARK,175 THE WESTWAY,Etobicoke York,04,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.54205012,43.68821725)"
3990,WESTWAY PARK - Outdoor Tennis Court (  2),WESTWAY PARK - Tennis Court Area,WESTWAY PARK,175 THE WESTWAY,Etobicoke York,04,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.54194438,43.68798899)"
3991,WESTWAY PARK - Outdoor Tennis Court (  3),WESTWAY PARK - Tennis Court Area,WESTWAY PARK,175 THE WESTWAY,Etobicoke York,04,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.54199936,43.68810581)"
3992,WESTWAY PARK - Outdoor Tennis Court (  4),WESTWAY PARK - Tennis Court Area,WESTWAY PARK,175 THE WESTWAY,Etobicoke York,04,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.54188849,43.68786656)"
3804,WILLOWDALE PARK - Outdoor Tennis Court (  1),WILLOWDALE PARK - Tennis Court Area,WILLOWDALE PARK,75 HOLLYWOOD AVE,North York,23,Club,Outdoor Tennis Court,Yes,Clay,"(-79.40853245,43.76610166)"
3805,WILLOWDALE PARK - Outdoor Tennis Court (  2),WILLOWDALE PARK - Tennis Court Area,WILLOWDALE PARK,75 HOLLYWOOD AVE,North York,23,Club,Outdoor Tennis Court,Yes,Clay,"(-79.40830732,43.76615155)"
3806,WILLOWDALE PARK - Outdoor Tennis Court (  3),WILLOWDALE PARK - Tennis Court Area,WILLOWDALE PARK,75 HOLLYWOOD AVE,North York,23,Club,Outdoor Tennis Court,Yes,Clay,"(-79.40875218,43.76605895)"
3807,WILLOWDALE PARK - Outdoor Tennis Court (  4),WILLOWDALE PARK - Tennis Court Area,WILLOWDALE PARK,75 HOLLYWOOD AVE,North York,23,Club,Outdoor Tennis Court,Yes,Clay,"(-79.408818,43.766041)"
3700,WISHING WELL PARK - Outdoor Tennis Court (  1),WISHING WELL PARK - Tennis Court Area,WISHING WELL PARK,1700 PHARMACY AVE,Scarborough,40,Club,Outdoor Tennis Court,Yes,Coated,"(-79.317182,43.76992939)"
3701,WISHING WELL PARK - Outdoor Tennis Court (  2),WISHING WELL PARK - Tennis Court Area,WISHING WELL PARK,1700 PHARMACY AVE,Scarborough,40,Club,Outdoor Tennis Court,Yes,Coated,"(-79.31748896,43.77006925)"
3702,WISHING WELL PARK - Outdoor Tennis Court (  3),WISHING WELL PARK - Tennis Court Area,WISHING WELL PARK,1700 PHARMACY AVE,Scarborough,40,Club,Outdoor Tennis Court,Yes,Coated,"(-79.31733634,43.76999932)"
3682,WITHROW PARK - Outdoor Tennis Court (  1),WITHROW PARK - Tennis Court Area,WITHROW PARK,725 LOGAN AVE,Toronto East York,30,Public,Outdoor Tennis Court,No,Asphalt,"(-79.34849634,43.67597123)"
3683,WITHROW PARK - Outdoor Tennis Court (  2),WITHROW PARK - Tennis Court Area,WITHROW PARK,725 LOGAN AVE,Toronto East York,30,Public,Outdoor Tennis Court,No,Asphalt,"(-79.34832335,43.67600946)"
29524,WYCHWOOD TENNIS CLUB,,HILLCREST PARK,950 DAVENPORT RD,Toronto East York,21,Club,Clubhouse,,,"(-79.42408744,43.67658129)"
3886,YORK MILLS VALLEY PARK - Outdoor Tennis Court (  1),YORK MILLS VALLEY PARK - Tennis Court Area (  1),YORK MILLS VALLEY PARK,3865 YONGE ST,North York,25,Public,Outdoor Tennis Court,Yes,Coated,"(-79.40548109,43.74010831)"
3882,YORK MILLS VALLEY PARK - Outdoor Tennis Court (  1),YORK MILLS VALLEY PARK - Tennis Court Area (  2),YORK MILLS VALLEY PARK,3865 YONGE ST,North York,25,Public,Outdoor Tennis Court,Yes,Coated,"(-79.40534608,43.73967306)"
3887,YORK MILLS VALLEY PARK - Outdoor Tennis Court (  2),YORK MILLS VALLEY PARK - Tennis Court Area (  1),YORK MILLS VALLEY PARK,3865 YONGE ST,North York,25,Public,Outdoor Tennis Court,Yes,Coated,"(-79.40510564,43.74016446)"
3883,YORK MILLS VALLEY PARK - Outdoor Tennis Court (  2),YORK MILLS VALLEY PARK - Tennis Court Area (  2),YORK MILLS VALLEY PARK,3865 YONGE ST,North York,25,Public,Outdoor Tennis Court,Yes,Coated,"(-79.40515836,43.73969896)"
3885,YORK MILLS VALLEY PARK - Outdoor Tennis Court (  3),YORK MILLS VALLEY PARK - Tennis Court Area (  1),YORK MILLS VALLEY PARK,3865 YONGE ST,North York,25,Public,Outdoor Tennis Court,Yes,Coated,"(-79.40529337,43.74013566)"
29757,YORK MILLS VALLEY PARK TENNIS BUILDING,,YORK MILLS VALLEY PARK,1 MILL ST,North York,25,Club,Clubhouse,,,"(-79.40499951,43.73994187)"
